Drug Name,Cell Line Name,TCGA Classification,IC50 (uM)
GSK1904529A,NY,UNCLASSIFIED,4.064979222
GSK1904529A,C3A,LIHC,7.055057823
GSK1904529A,A427,UNCLASSIFIED,2.668697749
GSK1904529A,CAL-85-1,BRCA,5.826254984
GSK1904529A,CHL-1,SKCM,4.062244063
GSK1904529A,RL,DLBC,4.283715642
GSK1904529A,NCI-H146,SCLC,2.82820828
GSK1904529A,NCI-H1651,LUAD,2.71123281
GSK1904529A,RPMI-7951,SKCM,4.805712924
GSK1904529A,SCC-4,HNSC,5.15619657
GSK1904529A,SNU-C1,COREAD,5.098449246
GSK1904529A,ST486,UNCLASSIFIED,3.48784756
GSK1904529A,SW1990,PAAD,4.029218361
GSK1904529A,UACC-812,BRCA,5.482209132
GSK1904529A,SCC-15,HNSC,4.767142012
GSK1904529A,CAPAN-2,PAAD,6.010346428
GSK1904529A,CAL-27,HNSC,3.565160913
GSK1904529A,BC-3,DLBC,2.856884049
GSK1904529A,BC-1,DLBC,2.49229143
GSK1904529A,A704,KIRC,4.27619338
GSK1904529A,A101D,SKCM,5.38380478
GSK1904529A,769-P,KIRC,5.527312623
GSK1904529A,23132-87,STAD,3.312183301
GSK1904529A,A431,UNCLASSIFIED,4.997007136
GSK1904529A,BFTC-905,BLCA,3.685884123
GSK1904529A,CAL-51,BRCA,4.140639474
GSK1904529A,SCC-3,DLBC,3.505914648
GSK1904529A,RERF-LC-MS,LUAD,3.382224804
GSK1904529A,GAK,SKCM,3.901758874
GSK1904529A,AM-38,GBM,4.030852347
GSK1904529A,A4-Fuk,DLBC,3.893188042
GSK1904529A,A3-KAW,DLBC,2.35346926
GSK1904529A,DOK,HNSC,4.021172279
GSK1904529A,COR-L279,SCLC,2.533253236
GSK1904529A,CHP-134,NB,4.827219508
GSK1904529A,NEC8,UNCLASSIFIED,3.590620553
GSK1904529A,CAS-1,GBM,5.65529155
GSK1904529A,ALL-PO,ALL,2.237866807
GSK1904529A,OCI-AML2,LAML,3.305478277
GSK1904529A,MFM-223,BRCA,4.211570303
GSK1904529A,CML-T1,LCML,3.317744018
GSK1904529A,CAL-54,KIRC,5.015641907
GSK1904529A,EFO-21,OV,6.512887166
GSK1904529A,LS-1034,COREAD,4.798033917
GSK1904529A,22RV1,PRAD,4.405959126
GSK1904529A,8505C,THCA,4.00880206
GSK1904529A,B-CPAP,THCA,4.489571098
GSK1904529A,BPH-1,UNCLASSIFIED,4.448191037
GSK1904529A,CAL-148,BRCA,4.720571261
GSK1904529A,CAL-39,CESC,3.756290131
GSK1904529A,CaR-1,COREAD,3.966091441
GSK1904529A,HDLM-2,UNCLASSIFIED,3.331030971
GSK1904529A,HO-1-N-1,HNSC,3.643454558
GSK1904529A,HTC-C3,THCA,4.354421297
GSK1904529A,KGN,UNCLASSIFIED,5.614855386
GSK1904529A,KLE,UCEC,4.9098008
GSK1904529A,KNS-81-FD,LGG,5.528994361
GSK1904529A,KP-N-RT-BM-1,NB,1.13260794
GSK1904529A,K5,THCA,4.57080112
GSK1904529A,L-363,MM,3.050780529
GSK1904529A,MDA-MB-415,BRCA,3.976215668
GSK1904529A,NCI-H250,SCLC,5.021482341
GSK1904529A,NCI-H1975,LUAD,4.336945331
GSK1904529A,SW954,UNCLASSIFIED,2.793904984
GSK1904529A,TE-441-T,UNCLASSIFIED,2.848023704
GSK1904529A,MKN7,STAD,5.544183786
GSK1904529A,MDA-MB-157,BRCA,4.056965779
GSK1904529A,MMAc-SF,SKCM,5.035811312
GSK1904529A,MKN45,STAD,5.569905622
GSK1904529A,NCI-H810,UNCLASSIFIED,4.743580216
GSK1904529A,MFH-ino,UNCLASSIFIED,5.285784786
GSK1904529A,NOS-1,UNCLASSIFIED,3.041003407
GSK1904529A,PANC-03-27,PAAD,4.843142677
GSK1904529A,PANC-08-13,PAAD,5.533125946
GSK1904529A,PANC-10-05,PAAD,4.447681843
GSK1904529A,RL95-2,UNCLASSIFIED,4.465644578
GSK1904529A,RO82-W-1,THCA,6.810148031
GSK1904529A,SiHa,CESC,4.664408653
GSK1904529A,SKG-IIIa,CESC,3.475295694
GSK1904529A,TT,THCA,4.742526799
GSK1904529A,VMRC-MELG,SKCM,5.25535119
GSK1904529A,TE-9,ESCA,3.763224041
GSK1904529A,TE-11,ESCA,4.061649107
GSK1904529A,TE-6,ESCA,3.764543059
GSK1904529A,TE-12,ESCA,5.645446491
GSK1904529A,TC-YIK,UNCLASSIFIED,3.258109345
GSK1904529A,YT,ALL,4.723759561
GSK1904529A,BT-474,BRCA,3.773964887
GSK1904529A,OAW-28,OV,4.825656975
GSK1904529A,LCLC-97TM1,UNCLASSIFIED,5.27055598
GSK1904529A,KP-N-YS,NB,4.125480086
GSK1904529A,D-245MG,GBM,5.495512933
GSK1904529A,D-247MG,GBM,5.364135499
GSK1904529A,D-263MG,GBM,4.062025572
GSK1904529A,D-336MG,LGG,4.435757862
GSK1904529A,D-392MG,GBM,5.300869939
GSK1904529A,D-423MG,GBM,1.709913053
GSK1904529A,D-502MG,LGG,5.333192065
GSK1904529A,D-566MG,GBM,2.873264175
GSK1904529A,CAMA-1,BRCA,4.091612513
GSK1904529A,CTB-1,DLBC,4.942103631
GSK1904529A,Caov-4,OV,3.723014392
GSK1904529A,BT-483,BRCA,5.604575022
GSK1904529A,M059J,GBM,4.832217102
GSK1904529A,HAL-01,ALL,3.016267547
GSK1904529A,OMC-1,CESC,5.041121138
GSK1904529A,ES8,UNCLASSIFIED,1.963900881
GSK1904529A,ES4,UNCLASSIFIED,4.682024439
GSK1904529A,ES6,UNCLASSIFIED,4.907590816
GSK1904529A,ES1,UNCLASSIFIED,1.848593588
GSK1904529A,EW-7,UNCLASSIFIED,3.316509965
GSK1904529A,EW-3,UNCLASSIFIED,4.846974187
GSK1904529A,EW-12,UNCLASSIFIED,4.049271494
GSK1904529A,EW-1,UNCLASSIFIED,3.084010135
GSK1904529A,EW-18,UNCLASSIFIED,4.665679751
GSK1904529A,EW-16,UNCLASSIFIED,4.3803696
GSK1904529A,EW-13,UNCLASSIFIED,4.782490652
GSK1904529A,EW-22,UNCLASSIFIED,4.092453525
GSK1904529A,EW-24,UNCLASSIFIED,4.144052759
GSK1904529A,LAN-6,NB,3.838880671
GSK1904529A,NB10,NB,3.980769806
GSK1904529A,NB12,NB,3.544030972
GSK1904529A,NB6,NB,4.01518703
GSK1904529A,NB7,NB,3.220087204
GSK1904529A,NB17,NB,3.58733424
GSK1904529A,NB5,NB,5.189619696
GSK1904529A,NB13,NB,1.677054053
GSK1904529A,NB14,NB,2.82644619
GSK1904529A,NB1,NB,4.766185744
GSK1904529A,RH-1,UNCLASSIFIED,2.636263412
GSK1904529A,MZ2-MEL,SKCM,2.399940411
GSK1904529A,Jurkat,ALL,3.505096567
GSK1904529A,LS-180,COREAD,4.865125723
GSK1904529A,BICR22,HNSC,3.990846999
GSK1904529A,BICR78,HNSC,5.331882594
GSK1904529A,CCK-81,COREAD,3.195226909
GSK1904529A,COLO-783,SKCM,3.609059343
GSK1904529A,EN,UCEC,4.337876644
GSK1904529A,ES-2,UNCLASSIFIED,3.730789992
GSK1904529A,FU-OV-1,OV,5.583663969
GSK1904529A,G-MEL,SKCM,2.513511843
GSK1904529A,NCI-H2591,MESO,6.097509888
GSK1904529A,NCI-H2595,MESO,5.614433608
GSK1904529A,NCI-H2731,MESO,5.112938259
GSK1904529A,NCI-H2803,MESO,5.379038395
GSK1904529A,NCI-H2804,MESO,4.558639431
GSK1904529A,NCI-H2810,MESO,4.879919851
GSK1904529A,NCI-H2869,MESO,5.503128931
GSK1904529A,NCI-H290,MESO,3.272110744
GSK1904529A,NCI-H3118,UNCLASSIFIED,5.105265221
GSK1904529A,NCI-H513,MESO,5.26030017
GSK1904529A,HARA,LUSC,2.998427696
GSK1904529A,HCC-15,LUSC,4.654717739
GSK1904529A,HCC-366,UNCLASSIFIED,5.642350295
GSK1904529A,HCC-44,LUAD,4.771418088
GSK1904529A,HCC-827,LUAD,4.786907065
GSK1904529A,Hep3B2-1-7,LIHC,1.923304181
GSK1904529A,Hs-633T,UNCLASSIFIED,3.922233809
GSK1904529A,Hs-683,LGG,2.834469728
GSK1904529A,Hs-746T,STAD,3.969299275
GSK1904529A,IGR-37,SKCM,4.337593826
GSK1904529A,IHH-4,THCA,3.944947271
GSK1904529A,IM-95,STAD,4.020918535
GSK1904529A,JHH-2,LIHC,5.051190413
GSK1904529A,JHH-4,LIHC,3.210694983
GSK1904529A,JHH-6,LIHC,3.996873528
GSK1904529A,JHH-7,LIHC,5.919677014
GSK1904529A,JHU-011,HNSC,3.106942976
GSK1904529A,JHU-022,HNSC,6.540151273
GSK1904529A,KYM-1,UNCLASSIFIED,3.478490833
GSK1904529A,KYSE-220,ESCA,4.559957236
GSK1904529A,LN-18,GBM,3.490057022
GSK1904529A,LN-229,GBM,4.539314226
GSK1904529A,MDA-MB-436,BRCA,5.217253074
GSK1904529A,MDST8,COREAD,4.430753617
GSK1904529A,MFE-319,UCEC,4.429654017
GSK1904529A,ML-1,THCA,5.125003534
GSK1904529A,MS751,CESC,3.923833167
GSK1904529A,NB(TU)1-10,NB,3.313087416
GSK1904529A,NCI-H1836,SCLC,5.027025943
GSK1904529A,NCI-H1869,LUSC,5.71703336
GSK1904529A,NCI-H1915,UNCLASSIFIED,6.376708538
GSK1904529A,NCI-H1944,LUAD,3.865620943
GSK1904529A,NCI-H196,SCLC,4.912055182
GSK1904529A,NCI-H2023,LUAD,5.588592906
GSK1904529A,NCI-H211,SCLC,3.450240929
GSK1904529A,NCI-H3122,LUAD,4.856510871
GSK1904529A,NCI-H647,UNCLASSIFIED,3.901015995
GSK1904529A,NCI-H841,SCLC,4.529572298
GSK1904529A,NCI-H847,SCLC,3.522739119
GSK1904529A,OSC-20,HNSC,5.529459332
GSK1904529A,OV-90,OV,4.053314101
GSK1904529A,OVISE,OV,4.77989125
GSK1904529A,OVKATE,OV,6.038819308
GSK1904529A,OVMIU,OV,5.26597475
GSK1904529A,PA-TU-8988T,PAAD,4.024090578
GSK1904529A,PC-3_[JPC-3],LUAD,4.418848586
GSK1904529A,PCI-15A,HNSC,2.881252938
GSK1904529A,PCI-6A,HNSC,4.671902179
GSK1904529A,PE-CA-PJ15,HNSC,3.324020028
GSK1904529A,RERF-GC-1B,STAD,4.370158572
GSK1904529A,RH-41,UNCLASSIFIED,3.176718458
GSK1904529A,SISO,CESC,4.760702354
GSK1904529A,SKN,UNCLASSIFIED,5.533761497
GSK1904529A,SNU-398,LIHC,2.295478371
GSK1904529A,SU8686,PAAD,5.784205716
GSK1904529A,SUIT-2,PAAD,4.438807091
GSK1904529A,SW156,KIRC,4.115551824
GSK1904529A,TC-71,UNCLASSIFIED,3.049718676
GSK1904529A,TOV-21G,OV,4.305610424
GSK1904529A,TT2609-C02,THCA,6.230823658
GSK1904529A,VMRC-RCW,KIRC,5.334065421
GSK1904529A,WM278,SKCM,4.842057652
GSK1904529A,SUP-B15,ALL,3.825124884
GSK1904529A,H3255,LUAD,4.875890131
GSK1904529A,451Lu,SKCM,5.009062192
GSK1904529A,OCI-AML3,LAML,3.624626127
GSK1904529A,ASH-3,THCA,4.915417713
GSK1904529A,BICR10,HNSC,4.129989035
GSK1904529A,BICR31,HNSC,4.070989283
GSK1904529A,CAL-29,BLCA,5.254027572
GSK1904529A,CAL-78,UNCLASSIFIED,5.87327721
GSK1904529A,CHSA0011,UNCLASSIFIED,5.165708384
GSK1904529A,CHSA0108,UNCLASSIFIED,4.566456904
GSK1904529A,CL-11,COREAD,5.636632633
GSK1904529A,CS1,UNCLASSIFIED,3.65690073
GSK1904529A,DAN-G,PAAD,3.356616146
GSK1904529A,EFM-192A,BRCA,4.250041924
GSK1904529A,FU97,STAD,3.822622119
GSK1904529A,G-292-Clone-A141B1,UNCLASSIFIED,6.332793273
GSK1904529A,NCI-H2369,MESO,5.017726007
GSK1904529A,NCI-H2373,MESO,4.342391255
GSK1904529A,NCI-H2461,MESO,6.343340602
GSK1904529A,NCI-H2722,MESO,6.985766149
GSK1904529A,NCI-H2795,MESO,3.828301921
GSK1904529A,NCI-H2818,MESO,5.66393863
GSK1904529A,HCC1428,BRCA,5.159331944
GSK1904529A,HCC-78,LUAD,4.988829421
GSK1904529A,HDQ-P1,BRCA,4.033919025
GSK1904529A,ALL-SIL,ALL,2.404379138
GSK1904529A,AMO-1,MM,2.860427547
GSK1904529A,COR-L303,SCLC,3.979214681
GSK1904529A,DND-41,ALL,3.308789074
GSK1904529A,EJM,MM,4.270013791
GSK1904529A,Farage,DLBC,2.886849847
GSK1904529A,HeLa,CESC,3.591684903
GSK1904529A,HPAC,PAAD,4.793140858
GSK1904529A,Hs-766T,PAAD,4.572079884
GSK1904529A,Hs-939-T,SKCM,3.872339813
GSK1904529A,Hs-940-T,SKCM,4.059003681
GSK1904529A,huH-1,LIHC,3.825313388
GSK1904529A,JHH-1,LIHC,4.568867074
GSK1904529A,JHU-029,HNSC,4.07613999
GSK1904529A,JIMT-1,BRCA,4.955885824
GSK1904529A,K2,SKCM,5.05374189
GSK1904529A,KMH-2,THCA,4.451667653
GSK1904529A,KMRC-1,KIRC,6.22958645
GSK1904529A,KMRC-20,KIRC,4.576435975
GSK1904529A,KON,HNSC,2.408576976
GSK1904529A,KP-1N,PAAD,3.351319508
GSK1904529A,KP-2,PAAD,6.508036731
GSK1904529A,KP-3,UNCLASSIFIED,4.193128306
GSK1904529A,KYSE-50,ESCA,4.9001874
GSK1904529A,LC-1-sq,LUSC,5.914240686
GSK1904529A,LOU-NH91,LUSC,4.682843767
GSK1904529A,NCI-H1435,LUAD,4.622062063
GSK1904529A,NCI-H1568,LUAD,4.668462256
GSK1904529A,NCI-H1688,SCLC,3.266550248
GSK1904529A,NCI-H1781,LUAD,3.82356451
GSK1904529A,NCI-H2110,UNCLASSIFIED,4.138119148
GSK1904529A,NCI-H2135,UNCLASSIFIED,6.651549563
GSK1904529A,NCI-H2172,UNCLASSIFIED,3.444744544
GSK1904529A,NCI-H2444,UNCLASSIFIED,6.061260485
GSK1904529A,NUGC-4,STAD,7.246685275
GSK1904529A,OCUM-1,STAD,5.259248909
GSK1904529A,OE21,ESCA,5.168906627
GSK1904529A,OSC-19,HNSC,3.246278893
GSK1904529A,OVTOKO,OV,5.870943702
GSK1904529A,PANC-02-03,PAAD,4.707653962
GSK1904529A,PANC-04-03,PAAD,6.001756024
GSK1904529A,PA-TU-8902,PAAD,5.709478938
GSK1904529A,PCI-30,HNSC,5.999373052
GSK1904529A,PCI-4B,HNSC,4.472809494
GSK1904529A,PL4,PAAD,4.673160949
GSK1904529A,QGP-1,UNCLASSIFIED,6.649859888
GSK1904529A,RERF-LC-KJ,LUAD,3.522402348
GSK1904529A,RERF-LC-Sq1,LUSC,5.118968191
GSK1904529A,RKN,UNCLASSIFIED,4.6221887
GSK1904529A,SAT,HNSC,5.236027895
GSK1904529A,SCC90,HNSC,6.098565037
GSK1904529A,SKN-3,HNSC,4.690058947
GSK1904529A,STS-0421,UNCLASSIFIED,3.829386438
GSK1904529A,SW1271,SCLC,6.479093755
GSK1904529A,T-T,ESCA,3.129321032
GSK1904529A,TMK-1,STAD,3.908380487
GSK1904529A,TOV-112D,OV,3.147076035
GSK1904529A,VCaP,PRAD,4.619463582
GSK1904529A,WM1552C,SKCM,5.343077446
GSK1904529A,WM35,SKCM,3.48001751
GSK1904529A,WM793B,SKCM,4.065545388
GSK1904529A,GA-10,UNCLASSIFIED,4.143325942
GSK1904529A,GRANTA-519,DLBC,4.700686203
GSK1904529A,HCC1500,BRCA,5.299356486
GSK1904529A,HCC-33,SCLC,4.645601294
GSK1904529A,YMB-1-E,BRCA,4.2178016
GSK1904529A,CHSA8926,UNCLASSIFIED,5.857567309
GSK1904529A,COR-L32,SCLC,4.809476207
GSK1904529A,COR-L321,UNCLASSIFIED,3.404250974
GSK1904529A,Hs-445,UNCLASSIFIED,3.748675208
GSK1904529A,HSC-39,STAD,3.184341501
GSK1904529A,NB4,LAML,3.406895321
GSK1904529A,JEKO-1,DLBC,2.818249014
GSK1904529A,JJN-3,MM,3.901540193
GSK1904529A,JM1,DLBC,3.091371704
GSK1904529A,JSC-1,DLBC,3.60873624
GSK1904529A,JURL-MK1,LCML,4.418969324
GSK1904529A,KARPAS-1106P,DLBC,4.230937614
GSK1904529A,KARPAS-231,UNCLASSIFIED,4.669260763
GSK1904529A,KARPAS-620,MM,4.229885187
GSK1904529A,KCL-22,LCML,3.06427965
GSK1904529A,KOPN-8,UNCLASSIFIED,2.876617521
GSK1904529A,L-1236,UNCLASSIFIED,3.365989772
GSK1904529A,MDA-MB-330,BRCA,4.441927489
GSK1904529A,ME-1,LAML,4.864824584
GSK1904529A,MOLM-13,LAML,3.901162617
GSK1904529A,MOLM-16,LAML,3.799686178
GSK1904529A,MOLP-8,MM,4.34838412
GSK1904529A,MY-M12,ALL,2.642288132
GSK1904529A,NCI-H1341,SCLC,3.263598497
GSK1904529A,NCI-H1876,SCLC,5.412602011
GSK1904529A,NCI-H2066,SCLC,6.376752343
GSK1904529A,NCI-H660,OTHER,4.674679004
GSK1904529A,NK-92MI,UNCLASSIFIED,2.434348947
GSK1904529A,NU-DUL-1,DLBC,2.796572027
GSK1904529A,OCI-AML5,LAML,4.571068524
GSK1904529A,OCI-LY-19,DLBC,3.877083662
GSK1904529A,OCI-M1,LAML,2.249942027
GSK1904529A,P32-ISH,UNCLASSIFIED,2.345284904
GSK1904529A,PL-21,LAML,3.304938052
GSK1904529A,PWR-1E,PRAD,4.479254989
GSK1904529A,RCH-ACV,UNCLASSIFIED,3.567663167
GSK1904529A,RC-K8,DLBC,3.951406038
GSK1904529A,ROS-50,UNCLASSIFIED,4.952656369
GSK1904529A,SLVL,DLBC,4.553541334
GSK1904529A,SU-DHL-10,DLBC,2.569282726
GSK1904529A,SU-DHL-16,DLBC,2.707046197
GSK1904529A,SU-DHL-4,DLBC,2.21891425
GSK1904529A,SU-DHL-5,DLBC,1.908794488
GSK1904529A,SU-DHL-6,DLBC,1.705024974
GSK1904529A,SU-DHL-8,DLBC,3.508120187
GSK1904529A,SUP-HD1,UNCLASSIFIED,5.242303558
GSK1904529A,SUP-M2,UNCLASSIFIED,2.45061199
GSK1904529A,TK,DLBC,4.201785443
GSK1904529A,VAL,DLBC,3.213645575
GSK1904529A,WIL2-NS,UNCLASSIFIED,3.595955696
GSK1904529A,WSU-DLCL2,DLBC,3.762368329
GSK1904529A,NCI-H740,,4.287513809
GSK1904529A,DOV13,OV,4.436068753
GSK1904529A,Hey,OV,5.093126981
GSK1904529A,JHOS-2,OV,4.748945856
GSK1904529A,JHOS-3,OV,5.718549148
GSK1904529A,JHOS-4,OV,2.299327532
GSK1904529A,OV-7,OV,3.270386946
GSK1904529A,OV-17R,OV,3.051626985
GSK1904529A,OV-56,OV,5.451715378
GSK1904529A,OVCA420,OV,6.282270817
GSK1904529A,OVCA433,OV,5.077047199
GSK1904529A,OVK-18,OV,5.158750769
GSK1904529A,PEO1,OV,4.675524092
GSK1904529A,UWB1.289,OV,3.353534508
GSK1904529A,FLO-1,ESCA,4.273031254
GSK1904529A,OACp4C,ESCA,4.815746782
GSK1904529A,OACM5-1,ESCA,4.199252208
GSK1904529A,SK-GT-2,STAD,4.758757698
GSK1904529A,SK-GT-4,ESCA,6.557739325
GSK1904529A,ESO26,ESCA,4.619766896
GSK1904529A,ESO51,ESCA,4.652281018
GSK1904529A,KYAE-1,ESCA,4.759187523
GSK1904529A,EMC-BAC-1,LUAD,4.940093285
GSK1904529A,EMC-BAC-2,LUAD,5.189089494
GSK1904529A,TE-4,ESCA,3.471616068
GSK1904529A,U-CH2,,5.191316937
GSK1904529A,NCC010,KIRC,3.765729037
GSK1904529A,NCC021,KIRC,4.787490743
GSK1904529A,RCC-FG2,KIRC,5.431757471
GSK1904529A,RCC-JF,KIRC,4.485157776
GSK1904529A,RCC-JW,KIRC,5.444364553
GSK1904529A,RCC-ER,KIRC,3.598899256
GSK1904529A,RCC-AB,KIRC,4.448272454
GSK1904529A,RCC-MF,KIRC,2.899607048
GSK1904529A,KMS-11,MM,2.59301327
GSK1904529A,MM1S,MM,4.041841886
GSK1904529A,OCI-LY7,DLBC,3.466492566
GSK1904529A,SNU-1040,COREAD,5.172748803
GSK1904529A,SNU-175,COREAD,2.736583617
GSK1904529A,SNU-283,,3.831085158
GSK1904529A,SNU-407,COREAD,3.73430641
GSK1904529A,SNU-61,COREAD,4.288868586
GSK1904529A,SNU-81,COREAD,4.818778254
GSK1904529A,SNU-C5,COREAD,5.088519325
GSK1904529A,DiFi,COREAD,3.653603463
Tozasertib,ES5,UNCLASSIFIED,-2.061068782
Tozasertib,YKG-1,GBM,2.707900264
Tozasertib,ChaGo-K-1,UNCLASSIFIED,3.269066997
Tozasertib,NCI-H1437,LUAD,1.377276034
Tozasertib,NCI-H1770,UNCLASSIFIED,-0.929851237
Tozasertib,NCI-H2029,SCLC,2.736753465
Tozasertib,NCI-H2171,SCLC,-2.415127895
Tozasertib,NCI-H2227,SCLC,-2.062150213
Tozasertib,NCI-H345,SCLC,4.807591142
Tozasertib,SBC-1,SCLC,-2.040983847
Tozasertib,NCI-H2030,LUAD,3.444569146
Tozasertib,NCI-H1734,LUAD,3.99710575
Tozasertib,T24,BLCA,4.336555958
Tozasertib,NCI-H2291,LUAD,3.879786069
Tozasertib,HCC1954,BRCA,4.155690622
Tozasertib,HCC1143,BRCA,3.207134476
Tozasertib,HCC1187,BRCA,2.72312016
Tozasertib,HCC1395,BRCA,2.021531983
Tozasertib,HCC1599,BRCA,2.770637704
Tozasertib,HCC1937,BRCA,5.068045941
Tozasertib,HCC2218,BRCA,3.492793108
Tozasertib,HCC38,BRCA,4.0713758
Tozasertib,BB30-HNC,HNSC,-1.201437181
Tozasertib,BB65-RCC,KIRC,4.459998276
Tozasertib,BEN,UNCLASSIFIED,1.905227779
Tozasertib,BHY,HNSC,4.759426013
Tozasertib,CAL-12T,UNCLASSIFIED,2.413787972
Tozasertib,CP50-MEL-B,SKCM,0.9787253
Tozasertib,CP66-MEL,SKCM,3.715574364
Tozasertib,D-542MG,GBM,3.290679341
Tozasertib,DMS-79,SCLC,2.793484529
Tozasertib,HA7-RCC,KIRC,3.131825368
Tozasertib,HCE-4,ESCA,2.683754718
Tozasertib,IST-SL1,SCLC,-2.708514357
Tozasertib,IST-SL2,SCLC,3.095732447
Tozasertib,KOSC-2,HNSC,1.186664675
Tozasertib,LB1047-RCC,KIRC,4.032020009
Tozasertib,LB2241-RCC,KIRC,3.297987646
Tozasertib,LB2518-MEL,SKCM,3.121267393
Tozasertib,LB373-MEL-D,SKCM,3.921963747
Tozasertib,LB647-SCLC,SCLC,-2.649188148
Tozasertib,LU-134-A,SCLC,-1.321657048
Tozasertib,MZ1-PC,PAAD,5.49397081
Tozasertib,MZ7-mel,SKCM,1.619475895
Tozasertib,NCI-H292,UNCLASSIFIED,0.908926704
Tozasertib,NCI-H510A,SCLC,-2.198269272
Tozasertib,PC-14,LUAD,2.29940233
Tozasertib,TE-10,ESCA,2.319534695
Tozasertib,HT-29,COREAD,0.939517812
Tozasertib,NCI-H460,UNCLASSIFIED,-1.891243661
Tozasertib,T47D,BRCA,3.803310688
Tozasertib,MCF7,BRCA,3.393763442
Tozasertib,BT-549,BRCA,2.950223779
Tozasertib,SK-MEL-28,SKCM,2.659189488
Tozasertib,SK-MEL-5,SKCM,4.075656127
Tozasertib,Hs-578-T,BRCA,2.516828386
Tozasertib,MDA-MB-231,BRCA,2.909617004
Tozasertib,SW620,COREAD,2.021774469
Tozasertib,CAKI-1,KIRC,3.721316509
Tozasertib,EKVX,LUAD,6.306643349
Tozasertib,RXF393,KIRC,3.162479032
Tozasertib,U031,KIRC,3.042361955
Tozasertib,SNB75,GBM,4.717295179
Tozasertib,SF295,GBM,1.793911787
Tozasertib,BONNA-12,,-1.473308778
Tozasertib,ABC-1,LUAD,1.842124037
Tozasertib,A375,SKCM,0.698988472
Tozasertib,BT-20,BRCA,3.18951647
Tozasertib,CRO-AP2,DLBC,-3.0882486
Tozasertib,COLO-824,BRCA,2.691571997
Tozasertib,COLO-800,SKCM,2.322210226
Tozasertib,Caov-3,OV,-1.23541571
Tozasertib,CAL-120,BRCA,3.303634267
Tozasertib,C32,SKCM,2.350890668
Tozasertib,DJM-1,UNCLASSIFIED,0.959397275
Tozasertib,DOHH-2,DLBC,-3.594456928
Tozasertib,DU-4475,BRCA,-0.046410163
Tozasertib,ECC12,UNCLASSIFIED,2.179656669
Tozasertib,EFM-19,BRCA,4.737927519
Tozasertib,EFO-27,UNCLASSIFIED,5.016205506
Tozasertib,EVSA-T,BRCA,2.747393123
Tozasertib,HCC1419,BRCA,5.298410826
Tozasertib,HCC1569,BRCA,1.882523504
Tozasertib,HCC1806,UNCLASSIFIED,3.606971611
Tozasertib,HCC70,BRCA,2.232850609
Tozasertib,HEL,LAML,1.442343227
Tozasertib,HT,DLBC,2.278950784
Tozasertib,HuTu-80,UNCLASSIFIED,-2.347696661
Tozasertib,IPC-298,SKCM,1.691742947
Tozasertib,JAR,UNCLASSIFIED,4.081784976
Tozasertib,JEG-3,UNCLASSIFIED,1.555683592
Tozasertib,KASUMI-1,LAML,-3.23043521
Tozasertib,KNS-42,LGG,4.350282017
Tozasertib,HT-115,COREAD,1.540444833
Tozasertib,KYSE-510,ESCA,3.537708104
Tozasertib,LC-2-ad,LUAD,-1.130343546
Tozasertib,LP-1,MM,2.701548321
Tozasertib,MC116,DLBC,-2.164554689
Tozasertib,MC-IXC,NB,-0.286477125
Tozasertib,MDA-MB-175-VII,BRCA,7.358779681
Tozasertib,MDA-MB-361,BRCA,3.83131049
Tozasertib,MDA-MB-453,BRCA,3.99172981
Tozasertib,MDA-MB-468,BRCA,1.1278828
Tozasertib,MEL-HO,SKCM,2.886899111
Tozasertib,MHH-CALL-4,,-1.28025981
Tozasertib,MHH-ES-1,UNCLASSIFIED,-1.215172292
Tozasertib,MHH-NB-11,NB,-1.714873689
Tozasertib,MRK-nu-1,BRCA,2.358801901
Tozasertib,NCI-H508,COREAD,-2.195690415
Tozasertib,NMC-G1,LGG,7.287435993
Tozasertib,no-11,LGG,5.342514844
Tozasertib,no-10,LGG,2.656445193
Tozasertib,NCI-H1105,SCLC,0.325581309
Tozasertib,NCI-H1436,SCLC,-0.797609253
Tozasertib,NCI-H2081,SCLC,-0.873563311
Tozasertib,NCI-H2196,SCLC,2.614638706
Tozasertib,NCI-H748,SCLC,1.07607263
Tozasertib,OCUB-M,BRCA,1.456570373
Tozasertib,RVH-421,SKCM,4.833280254
Tozasertib,SCH,UNCLASSIFIED,3.794793529
Tozasertib,SF126,GBM,1.574840338
Tozasertib,SIG-M5,LAML,-3.517019988
Tozasertib,SKM-1,UNCLASSIFIED,-0.157306745
Tozasertib,SK-MEL-3,SKCM,2.026109938
Tozasertib,SK-MEL-30,SKCM,1.532272716
Tozasertib,SK-MEL-31,SKCM,4.089926674
Tozasertib,SU-DHL-1,UNCLASSIFIED,0.898405056
Tozasertib,SW962,UNCLASSIFIED,5.349167809
Tozasertib,TALL-1,ALL,-0.970305207
Tozasertib,THP-1,LAML,0.801250739
Tozasertib,U-2-OS,UNCLASSIFIED,2.727670761
Tozasertib,UACC-893,BRCA,4.754691222
Tozasertib,ZR-75-30,BRCA,6.813872777
Tozasertib,SUP-B8,UNCLASSIFIED,-3.568443818
Tozasertib,NCI-H838,LUAD,1.552133694
Tozasertib,QIMR-WIL,LAML,-2.017551783
Tozasertib,CHP-126,NB,0.342502022
Tozasertib,A388,UNCLASSIFIED,0.249876537
Tozasertib,SCC-25,HNSC,4.503601542
Tozasertib,AU565,BRCA,4.321370983
